LSOA21CD,ah4dent,ah4gp,ah4hosp,ah4phar,ah4leis,ah4h
E01017709,2.9497,1.9398,2.086,1.0877,2.6945,-0.1641
E01017710,3.4897,1.5496,2.5761,1.5208,3.1846,0.0198
E01017711,3.0593,1.4413,2.6531,0.711,3.2616,-0.2991
E01017712,3.0764,2.6908,2.3966,1.4372,3.0051,0.1017
E01017713,1.9403,21.0773,21.0773,20.6932,21.8596,1.8482
E01017714,8.7809,22.5498,19.5157,19.654,23.1121,2.1549
E01017715,8.7016,23.4079,8.9666,8.4385,22.3681,1.7981
E01017716,14.7595,15.6723,14.838,14.6647,17.5629,1.9203
E01017717,11.3081,12.0133,11.844,10.4155,10.6845,1.5819
E01017718,11.1162,11.9478,11.7784,9.7669,9.7946,1.551
E01017719,13.1368,1.0723,11.2404,9.7635,13.6763,1.0291
E01017720,15.7717,9.81,14.1172,13.0897,16.1788,1.7612
E01017721,5.2525,2.8696,3.6013,3.1345,3.6215,0.5948
E01017722,5.78,3.1838,4.3986,3.4178,4.3986,0.731
E01017723,3.7772,1.7071,3.6772,1.4315,4.2405,0.1878
E01017724,5.5156,2.1756,4.652,2.4096,4.773,0.5582
E01017726,1.3677,1.9132,10.2259,1.3677,11.4025,0.2739
E01017727,6.2263,5.5188,7.3714,6.2263,8.7675,1.1524
E01017729,2.3238,1.6162,8.8914,2.3238,10.2876,0.5058
E01017730,1.3724,1.5165,10.3954,1.3724,10.9131,0.201
E01017731,7.5156,1.5722,1.3688,2.2727,9.7344,0.3283
E01017732,7.5639,3.368,3.0426,4.2065,9.9399,0.8988
E01017733,12.3082,10.9607,10.5792,9.9923,13.3235,1.5838
E01017734,7.455,12.673,12.3476,11.3644,16.2853,1.635
E01017735,9.1858,11.3237,8.8505,6.8987,8.396,1.3799
E01017736,2.1878,19.2143,2.0416,2.265,16.3892,0.8894
E01017737,2.2041,19.2577,1.8354,2.451,16.5194,0.8883
E01017738,1.2079,18.8366,1.2245,1.2317,16.0948,0.3508
E01017739,1.7605,2.0504,2.2011,2.6233,2.3173,-0.0277
E01017740,1.7566,2.6227,3.0159,3.1793,2.9906,0.2305
E01017741,1.7923,1.8962,1.8925,2.243,1.6396,-0.2197
E01017742,0.4757,1.1715,1.1715,0.9855,1.5034,-1.261
E01017743,2.0461,2.8872,2.8834,3.1959,2.6224,0.2589
E01017744,3.108,2.8226,2.227,1.5967,4.2396,0.2202
E01017745,4.5418,2.0065,2.0483,2.0065,5.56,0.313
E01017746,2.191,2.6861,2.6999,2.1778,3.2438,0.1961
E01017747,1.882,2.0886,1.9024,1.4746,2.2462,-0.2314
E01017748,1.8311,1.8996,1.4844,1.7163,2.6342,-0.2431
E01017749,3.1738,3.2423,3.1577,3.0916,4.0095,0.5223
E01017750,6.0925,6.1057,7.0245,6.1299,7.9224,1.1415
E01017751,2.5312,4.2595,3.3151,2.6493,2.9086,0.416
E01017752,7.8824,8.708,8.0786,8.0899,8.9389,1.3178
E01017753,1.2971,1.1098,1.1123,2.0052,1.3113,-0.7433
E01017754,2.5762,3.4137,2.2774,2.1591,3.1477,0.2517
E01017755,1.0347,1.7248,0.8775,1.3779,1.5088,-0.8383
E01017756,3.9449,2.3599,2.2089,3.2362,4.1155,0.4222
E01017757,5.3216,3.2127,2.8341,4.6129,5.4922,0.7399
E01017758,5.0814,1.8409,1.8409,4.3726,5.2519,0.453
E01017759,3.5755,6.0298,6.0298,3.3958,5.6133,0.8741
E01017760,2.4289,4.8164,4.8164,2.9995,6.6099,0.7022
E01017761,2.9961,6.4517,6.4517,2.7335,5.6947,0.8063
E01017762,3.6869,4.8324,6.2528,3.7454,8.2423,0.93
E01017763,0.8972,1.3852,1.5179,1.0145,1.2925,-0.9211
E01017764,2.068,2.9263,2.9131,2.6099,2.4418,0.1962
E01017765,2.8311,3.3849,3.3941,3.1401,2.9683,0.4467
E01017766,9.8327,9.7846,10.1727,9.9972,10.7904,1.4745
E01017767,2.0282,1.8469,1.8469,2.7918,1.8143,-0.1109
E01017768,0.4881,1.9295,0.7166,0.3682,6.4362,-1.2627
E01017769,1.6479,2.1978,1.4537,1.845,1.8601,-0.3038
E01017770,0.9829,1.1326,1.0441,0.8838,1.5605,-1.0865
E01017771,2.2506,2.3192,2.2904,2.1358,2.84,0.0835
E01017773,5.3876,6.3253,5.4841,2.3607,10.7321,0.9549
E01017774,5.244,6.1818,5.103,1.7732,10.5886,0.8442
E01017775,1.0726,1.0812,5.003,1.2195,4.9782,-0.2881
E01017776,1.891,1.3121,4.3031,2.0913,4.2697,0.0772
E01017777,1.5786,1.9623,6.0089,1.6377,5.8056,0.1844
E01017778,9.2561,6.2865,5.913,6.2459,11.0105,1.2288
E01017779,8.7608,8.0948,5.0537,8.2368,13.0088,1.3033
E01017780,2.0432,2.0605,2.0605,2.0432,3.9648,0.067
E01017781,0.4575,0.5125,0.5125,0.4776,2.2652,-2.0611
E01017782,2.1872,5.5177,9.0979,2.5694,2.5856,0.5525
E01017783,7.4275,8.967,8.7319,7.932,8.6396,1.3199
E01017784,3.0934,5.6299,7.6551,2.939,4.0152,0.767
E01017785,3.6194,3.6194,5.9181,3.8565,6.2623,0.8163
E01017786,1.8278,1.8278,3.995,2.0505,4.5982,0.1717
E01017787,1.129,1.2236,4.9672,1.0104,3.07,-0.4094
E01017788,1.3643,1.6172,4.8192,1.6095,4.3163,-0.0168
E01017789,2.9266,2.9266,2.0978,2.9266,4.281,0.3847
E01017790,1.9896,1.9896,1.7071,1.9896,3.4623,-0.0435
E01017791,2.3562,2.4395,2.2075,2.4395,2.3385,0.0875
E01017792,0.8679,1.2143,0.7436,0.9539,1.1325,-1.2756
E01017793,2.9392,3.0673,2.9547,3.0673,2.9405,0.3968
E01017794,10.0074,12.7041,14.1103,9.8174,9.9602,1.594
E01017795,1.213,1.213,1.213,1.213,3.1521,-0.6475
E01017796,0.2393,3.1297,10.2287,0.064,0.1976,-1.6068
E01017797,1.8709,3.0944,10.1944,1.7495,1.7516,0.1871
E01017798,2.0108,4.9351,10.349,1.9869,2.003,0.3919
E01017799,0.9167,2.7355,9.9284,2.1941,2.2936,0.0734
E01017800,1.82,3.953,10.3741,2.8289,2.7418,0.5038
E01017801,3.1457,1.5807,8.0714,1.5807,1.8266,0.0675
E01017802,3.3819,2.2172,7.5708,2.2172,1.1166,0.1625
E01017803,4.3606,4.3673,4.5523,3.9217,5.4372,0.8325
E01017804,1.2083,1.4634,1.4634,0.9717,3.1619,-0.6036
E01017805,1.6995,1.2727,1.2727,1.2727,2.6,-0.5486
E01017806,2.5209,2.094,2.094,2.094,1.9873,-0.0376
E01017807,3.3333,3.3094,2.0978,3.3256,4.5405,0.4916
E01017808,4.9895,4.6406,3.429,4.7107,5.6876,0.8579
E01017809,4.3737,4.0642,3.7675,4.0435,4.4955,0.7556
E01017810,1.5333,1.5591,1.5591,1.801,6.6887,-0.117
E01017811,1.91,2.1191,2.1191,2.9856,7.2232,0.2846
E01017812,3.1025,3.6099,3.0595,2.9463,3.2303,0.472
E01017813,3.8505,4.4859,4.2554,3.6942,4.7321,0.7654
E01017814,4.5348,4.1264,2.3727,3.5094,5.8728,0.6974
E01017815,3.1315,3.4298,6.1645,3.1315,8.5351,0.7841
E01017816,0.9544,1.2686,4.0033,0.9544,6.3935,-0.3468
E01017817,2.2523,1.8826,2.6875,2.0739,5.0777,0.1893
E01017818,3.1333,4.8105,4.8105,3.238,3.4877,0.6544
E01017819,1.398,4.6894,3.7143,1.4286,1.7007,-0.0498
E01017820,0.6821,4.8077,3.8327,0.7127,0.9847,-0.6705
E01017821,3.2329,6.8729,6.0467,3.272,3.5441,0.7675
E01017822,4.082,6.9169,7.0913,4.1126,4.3846,0.9393
E01017823,7.2826,7.6704,8.8194,7.1391,9.5746,1.2919
E01017824,6.8261,6.8685,2.4008,1.8933,4.8337,0.6535
E01017825,3.7357,4.4305,3.8444,2.9342,1.3291,0.3705
E01017826,5.1054,5.4266,3.0282,2.5905,3.0504,0.6047
E01017827,2.4921,2.9598,6.896,2.4991,5.1103,0.5629
E01017828,0.8116,0.9518,6.4954,1.1057,3.271,-0.5176
E01017829,1.4658,5.1643,5.3558,0.5949,5.0966,-0.011
E01017830,6.9333,1.3209,3.7546,1.5498,4.9966,0.2724
E01017831,6.399,2.0269,4.878,2.0888,6.12,0.5698
E01017832,4.5572,2.3319,3.1052,2.4804,4.7456,0.486
E01017833,5.0489,4.492,3.9403,4.5874,5.3169,0.8617
E01017834,4.1017,3.8019,3.1931,3.6872,4.0172,0.657
E01017835,3.3957,3.5857,4.9968,3.7339,3.8702,0.6711
E01017836,2.4044,2.1363,1.703,2.5022,3.9726,0.1307
E01017837,0.8429,0.7726,0.7319,0.7726,1.2315,-1.5213
E01017838,3.9662,2.2996,2.1429,3.6318,4.6245,0.459
E01017839,0.4964,1.2407,0.7004,1.162,0.8056,-1.5233
E01017840,2.8773,1.1518,1.054,2.5429,3.4767,-0.1981
E01017841,4.2607,4.4981,4.1547,4.6135,4.393,0.8017
E01017843,1.5153,2.0375,1.9695,1.6525,4.4881,-0.0771
E01017844,0.9362,1.459,1.3514,1.0741,3.9093,-0.6189
E01017845,2.0042,1.9319,1.4297,1.4359,2.9864,-0.25
E01017846,1.2693,4.6332,1.0405,0.9075,3.1456,-0.4179
E01017847,0.4246,4.2668,1.0223,0.8893,2.1324,-0.9221
E01017848,2.4432,5.5389,1.988,1.7805,4.2418,0.3142
E01017849,2.1376,3.8333,2.2134,2.0804,3.3024,0.2231
E01017850,2.8121,2.4609,2.2074,1.8063,2.6492,0.0773
E01017851,2.2896,2.3633,1.5028,1.3809,1.8798,-0.275
E01017852,3.6418,2.3512,2.8412,1.4867,3.4752,0.1913
E01017853,3.5501,3.6031,2.1724,2.7453,5.8438,0.5369
E01017854,9.5941,8.0097,6.2982,5.3742,12.634,1.2944
E01017855,8.887,9.7943,7.2113,2.2234,11.9277,1.1514
E01017856,8.4675,9.3748,7.4399,1.996,11.5082,1.1034
E01017857,1.8806,1.9194,1.6706,1.8389,2.68,-0.1693
E01017858,1.9597,1.9985,1.7274,1.9685,2.7591,-0.1056
E01017859,2.3494,2.333,1.8884,2.3436,3.0968,0.0956
E01017860,2.3696,2.4083,2.1596,2.2852,3.1689,0.1414
E01017861,3.1244,3.1773,3.8425,0.9785,4.8907,0.2244
E01017862,3.457,3.51,3.7519,1.4474,4.7613,0.4019
E01017863,2.6207,2.6737,2.8992,1.6066,3.9086,0.2072
E01017864,1.9691,4.1543,4.5027,2.8846,3.0064,0.425
E01017865,1.7732,4.3013,4.1799,2.7394,3.1327,0.3862
E01017866,3.3865,6.0159,3.1689,2.9388,4.7509,0.6915
E01017867,4.8542,5.719,7.2649,3.669,5.4502,0.9672
E01017868,1.9973,3.6678,6.0945,1.1228,4.2367,0.2306
E01017869,7.5743,5.2782,8.75,5.0612,6.9587,1.1392
E01017870,6.7548,2.3678,6.4105,2.3678,4.8608,0.6615
E01017871,4.7488,5.5889,2.7167,2.8209,9.6885,0.8246
E01017872,5.2636,7.8901,12.8453,8.4428,10.8925,1.3695
E01017873,5.0955,5.9599,3.0635,3.1677,9.2806,0.8952
E01017874,1.962,5.5081,15.2589,12.5355,15.2264,1.2463
E01017875,6.5494,7.5035,7.5109,6.5492,6.5858,1.1773
E01017876,6.2336,6.6886,6.4519,1.9598,6.4014,0.8737
E01017877,3.0643,3.9717,3.5044,3.0347,5.8554,0.6538
E01017878,13.0624,13.2573,12.7066,9.6641,13.0624,1.6715
E01017880,3.2633,4.201,1.1156,1.7365,8.5945,0.2797
E01017881,1.4791,2.255,2.385,1.0833,6.4054,-0.0863
E01017882,0.9689,1.7426,2.7609,0.6117,6.0376,-0.4896
E01017883,2.324,2.8604,3.6213,1.9027,6.1771,0.3834
E01017884,1.7944,1.1255,3.5589,1.549,6.8195,-0.0323
E01017885,5.3815,5.3815,5.1737,5.3592,5.7326,0.9798
E01017886,8.0682,7.873,9.0458,8.0682,9.5095,1.3299
E01017887,7.2752,7.2106,8.657,8.2762,8.6212,1.2811
E01017888,8.9329,8.9706,13.5087,11.483,11.1919,1.5353
E01017889,2.4212,3.0671,3.0745,2.6889,3.0239,0.3278
E01017890,2.2123,3.025,3.0324,2.5999,2.8019,0.2675
E01017891,1.1283,1.9598,1.9672,1.5289,1.7309,-0.4487
E01017892,2.4885,3.4609,3.4682,2.2701,2.2127,0.2567
E01017893,0.6011,1.7602,1.7675,0.9036,1.0153,-1.0522
E01017894,1.1095,2.3411,2.3484,1.2273,1.3006,-0.5053
E01017895,0.9982,1.3506,1.3579,0.6956,0.9819,-1.1451
E01017896,1.5861,1.5271,1.5345,1.286,2.1888,-0.4906
E01017897,2.0248,1.8548,1.8621,1.9218,2.6275,-0.1208
E01017898,2.9374,3.4001,3.4075,3.338,3.5401,0.5169
E01017899,4.537,2.0592,4.0813,2.0946,2.0946,0.2423
E01017900,4.2786,4.3896,3.8169,1.9076,1.9076,0.3618
E01017901,5.0805,1.4498,4.3731,2.448,3.0723,0.3112
E01017902,5.1927,2.3454,4.7008,2.7141,2.7503,0.4716
E01017903,1.8297,1.8602,1.6337,2.0592,3.3648,-0.0966
E01017904,1.2579,1.2833,1.2536,1.4831,2.793,-0.568
E01017905,0.6628,0.8183,0.7506,0.7449,2.1052,-1.4528
E01017906,2.7834,2.7586,1.786,2.5419,4.5353,0.2887
E01017907,2.2619,2.2417,1.8978,1.8568,4.6782,0.1029
E01017910,2.3285,2.7945,1.3687,1.0642,1.4438,-0.409
E01017911,2.0112,1.9979,2.4592,1.6129,4.6312,0.0541
E01017912,1.3749,2.3948,2.6739,1.4056,4.2264,-0.0554
E01017913,1.4868,1.1169,1.7644,1.5513,3.2168,-0.4088
E01017914,3.1923,3.7413,1.8212,3.1461,6.1643,0.5178
E01017915,12.262,3.2484,3.2484,3.1807,12.1591,0.9586
E01017916,13.1118,10.4846,9.0995,10.1005,15.1763,1.5822
E01017917,10.2087,1.398,1.398,1.3302,9.7607,0.1666
E01017918,10.8909,1.3346,1.3346,1.2668,10.443,0.14
E01017919,1.5006,1.9023,1.0515,1.5937,1.436,-0.5938
E01017920,3.753,3.4133,3.7216,2.4827,4.4962,0.5715
E01017921,1.8728,1.8051,1.2122,2.226,2.5707,-0.2395
E01017922,3.5985,3.3428,2.783,2.678,3.6515,0.4752
E01017923,0.8181,0.8041,0.8404,1.0571,1.3012,-1.3319
E01017924,1.8749,1.8341,1.7042,2.0253,1.8735,-0.2418
E01017925,3.9178,2.9083,3.1037,2.7833,3.2524,0.4608
E01017926,4.5335,1.9635,4.0598,2.091,2.091,0.2265
E01017927,4.1253,1.3666,3.4179,0.953,3.7816,-0.0504
E01017928,3.6031,1.3539,2.8956,1.9682,3.33,0.1069
E01017929,0.9572,0.9572,0.9284,0.5476,1.5796,-1.3786
E01017930,1.9444,1.4688,1.9799,1.6424,1.7959,-0.3379
E01017931,1.3998,1.3558,1.371,1.1095,1.9899,-0.6782
E01017932,3.5419,3.5419,2.707,3.5273,3.9007,0.5612
E01017933,1.808,1.808,1.526,1.7961,2.2874,-0.2754
E01017934,2.1466,2.587,6.1596,1.9622,0.8953,-0.0468
E01017935,1.2635,1.2635,5.1948,1.3738,1.0094,-0.5373
E01017936,2.1683,2.1683,3.5238,1.97,2.1683,0.0484
E01017937,4.8483,4.6108,2.3129,1.4847,5.7408,0.4717
E01017938,5.1069,4.356,2.0839,3.166,5.017,0.6458
E01017939,1.04,1.7737,5.9264,1.5804,1.875,-0.2605
E01017940,2.0691,2.9425,4.4569,2.4702,2.4702,0.2594
E01017941,1.6575,1.6435,5.9559,2.7349,2.8741,0.1406
E01017942,3.6258,2.9227,3.0896,1.922,6.004,0.4691
E01017943,2.5399,2.5023,2.5023,2.1063,2.1063,0.0743
E01017944,3.2693,1.5272,1.4482,1.299,3.3546,-0.1939
E01017945,1.5006,1.4629,0.8453,1.6512,1.4872,-0.7304
E01017946,1.3353,1.2976,0.6855,1.1564,1.4206,-1.0233
E01017947,3.012,2.8421,1.9209,1.3014,2.9591,0.0154
E01017948,3.5697,1.8724,1.8724,0.884,3.655,-0.1567
E01017949,2.0884,1.0253,1.0253,1.2674,1.9288,-0.716
E01017950,1.4616,1.1143,1.0624,2.0549,1.2982,-0.7139
E01017951,2.3656,2.486,2.291,1.5541,3.0172,0.0283
E01017952,1.2859,1.4861,1.1406,2.4411,3.0363,-0.3614
E01017953,2.0622,1.7145,1.6551,0.979,2.4747,-0.4201
E01017954,1.1795,1.297,1.2329,2.1525,3.0881,-0.4407
E01017955,3.0274,2.1904,2.1904,1.245,3.499,0.0067
E01017959,2.3005,2.5367,3.2505,2.3005,3.2946,0.2508
E01017960,1.7168,1.1562,0.9885,1.5531,1.038,-0.8303
E01017961,2.5879,2.0951,3.1467,3.4701,5.1281,0.4304
E01017962,3.3214,3.0221,3.0221,3.3517,2.8378,0.4379
E01017963,3.1016,2.2686,2.2686,2.5982,2.6979,0.2014
E01017964,1.2897,1.409,1.409,0.8001,1.7619,-0.8354
E01017965,1.8516,2.2675,1.9867,1.8635,3.4426,-0.0086
E01017967,1.6988,2.4315,2.1693,3.0175,4.5038,0.2107
E01017968,1.1929,1.979,2.4471,2.2646,4.2965,-0.0149
E01017969,1.7026,0.8876,2.2779,2.6218,5.5617,-0.1009
E01017971,4.296,3.8997,3.4145,3.2757,2.2748,0.514
E01017972,3.0283,4.9701,3.0378,4.1233,5.0706,0.7048
E01017973,1.1889,2.6142,1.1004,1.9202,2.8415,-0.3201
E01017974,1.7597,3.1556,1.7727,2.463,3.1075,0.0945
E01017975,2.4447,1.7853,2.3702,3.0327,3.4894,0.1886
E01017976,2.9027,3.1666,2.6123,2.5423,1.8919,0.2098
E01017977,2.5641,2.5732,2.3799,2.9625,2.6448,0.2296
E01017978,1.8141,1.1546,1.7395,2.402,3.3791,-0.1904
E01017979,3.3111,2.6517,2.0373,3.8991,2.3855,0.2926
E01017980,2.9049,2.2455,2.7287,3.4929,2.596,0.2875
E01017983,0.8792,1.3436,0.9317,1.1755,1.6437,-0.9858
E01017985,0.8852,1.6985,3.5999,1.5384,2.9512,-0.2932
E01017987,0.9224,1.339,0.6492,0.9869,0.8611,-1.3354
E01017988,0.8836,0.8386,0.8737,0.7085,1.2789,-1.4298
E01017989,0.6511,0.6867,1.0425,0.8078,1.8848,-1.4127
E01017990,1.1952,1.0301,1.6864,0.9935,2.1772,-0.7772
E01017991,1.178,1.2575,0.9212,0.9151,1.7804,-0.9912
E01017992,1.7736,2.2827,2.4687,2.0088,3.7414,0.0806
E01017994,1.8597,1.9068,2.0353,1.6875,5.6428,0.023
E01017995,2.3031,2.1631,1.5215,3.1914,5.1354,0.209
E01017996,1.3883,2.7992,2.5105,1.4572,2.2526,-0.1713
E01017997,2.14,1.98,1.8135,1.787,1.3859,-0.2805
E01017998,1.5585,1.3234,0.8121,0.9111,1.8004,-0.9312
E01017999,0.8932,1.1915,0.9756,2.0076,3.2183,-0.6469
E01018000,1.1574,0.9223,0.7212,0.8737,2.103,-1.173
E01018001,1.788,1.553,0.808,1.2446,2.3197,-0.6618
E01018005,1.0265,0.8247,1.2196,0.8937,0.9702,-1.2584
E01018006,1.9893,2.3045,1.6986,1.6286,2.5787,-0.1451
E01018007,1.118,1.9178,1.8789,1.9192,2.2729,-0.3244
E01018008,0.7103,0.8744,0.9287,1.8909,1.147,-1.1451
E01018009,0.7028,0.9861,0.7028,2.2992,0.5394,-1.37
E01018010,1.1918,1.194,1.2449,2.531,1.5212,-0.5982
E01018011,13.8038,5.6706,5.6706,5.2149,12.6759,1.2759
E01018012,11.0432,1.4957,1.4957,1.0628,11.9103,0.1763
E01018013,1.9671,1.7903,1.7903,1.5055,10.5685,0.0496
E01018014,1.3118,1.2762,1.2762,1.3515,9.8585,-0.3308
E01018015,2.7303,3.8047,3.8047,3.8797,12.7346,0.8072
E01018016,1.1395,2.214,2.214,2.289,11.1439,0.1484
E01018017,13.0905,13.117,13.2701,14.0923,14.0968,1.771
E01018019,2.2207,3.1508,3.3239,3.2498,3.2542,0.3925
E01018020,18.5896,16.4871,15.4263,16.4878,15.6757,2.0054
E01018021,8.7513,8.8637,5.588,9.1662,5.588,1.2131
E01018022,12.6309,7.4251,13.9635,7.4251,20.0674,1.6134
E01018023,14.1552,15.4662,15.7365,15.3802,15.6668,1.9085
E01018024,10.5138,10.582,9.7253,10.2227,9.7253,1.4837
E01018025,0.8729,2.2964,0.7394,1.0581,1.1738,-1.0286
E01018026,1.2979,3.7921,2.0378,1.7496,1.1942,-0.267
E01018027,2.4403,2.4403,2.4403,2.4403,4.8548,0.303
E01018032,2.1521,2.3198,1.4299,2.461,1.7884,-0.1389
E01018033,1.3261,1.4976,1.2737,1.5762,2.5813,-0.494
E01018034,9.886,10.8211,10.8211,10.5544,14.8253,1.5763
E01018035,9.4478,9.3801,8.3144,9.2484,12.8829,1.4408
E01018036,17.5736,2.1322,19.5845,2.6286,20.507,1.312
E01018037,17.9258,1.745,19.3317,2.0587,20.2879,1.1823
E01018038,11.2034,9.0907,11.3748,9.3932,12.192,1.5161
E01018039,9.0049,9.1763,9.1763,9.4788,9.9935,1.4078
E01018040,14.8884,14.9671,14.9671,15.9221,16.3015,1.9171
E01018041,14.5523,14.631,14.631,15.586,15.9758,1.89
E01018042,1.7594,2.297,2.297,2.297,14.7478,0.3487
E01018043,3.1081,3.9954,3.9954,3.9954,13.8193,0.8769
E01018044,1.4413,2.1108,2.1108,2.1108,15.2161,0.2256
E01018045,6.1303,4.5946,4.5946,4.5946,13.8394,1.0768
E01018047,5.0039,5.403,4.3431,5.3795,16.2305,1.1199
E01018049,12.1961,12.8209,12.8209,11.6735,20.9566,1.7862
E01018050,2.4483,1.9679,1.06,1.9679,18.3414,0.1701
E01018051,5.0869,5.7117,5.7117,4.5643,18.7136,1.1859
E01018052,1.72,0.9651,0.9651,0.9651,18.2799,-0.4489
E01018053,14.274,5.253,16.0027,5.7494,17.0324,1.5372
E01018054,12.7937,9.015,12.8207,9.3806,13.9949,1.5892
E01018055,15.8727,1.3341,17.2053,1.3341,18.0758,0.8677
E01018056,15.7733,1.7128,17.1059,1.7128,17.9764,1.0303
E01018057,9.5754,7.9818,7.9818,7.6507,14.4154,1.4004
E01018058,3.9531,3.7992,3.2524,3.7992,20.1782,0.9556
E01018059,6.6759,6.5737,6.5737,6.522,21.826,1.3539
E01018060,14.86,10.3889,10.3889,15.3639,24.978,1.832
E01018061,7.7042,7.5503,7.5503,7.5503,22.5654,1.4464
E01018062,2.7231,2.6655,2.6655,2.2471,23.9255,0.6479
E01018063,1.5097,1.1077,0.9799,1.1795,1.4817,-0.8899
E01018064,2.027,2.4768,2.4546,2.2739,17.5266,0.4607
E01018065,11.8383,1.9362,1.9362,11.7319,16.018,0.938
E01018066,7.2222,7.2222,7.0887,7.0887,7.7385,1.2108
E01018067,5.2916,5.2916,5.1581,5.1581,5.8079,0.9716
E01018068,14.9817,12.5302,16.5954,12.6764,20.608,1.8901
E01018069,2.1975,2.1975,2.0639,2.0639,2.7138,0.0137
E01018070,2.0284,2.2379,1.3606,2.1843,2.6456,-0.1125
E01018071,1.3728,1.3728,1.2393,1.2393,1.8891,-0.687
E01018072,2.9456,2.8019,2.7828,2.8019,19.1707,0.7023
E01018073,3.9033,3.4101,3.4073,1.5596,3.7525,0.3759
E01018074,2.7102,2.5564,2.5564,2.5564,18.9354,0.6095
E01018075,2.3625,1.9075,1.9075,1.9075,18.5877,0.3226
E01018076,20.4868,1.9767,16.3427,20.1984,23.8799,1.7102
E01018077,1.485,1.6053,0.988,1.1104,5.6356,-0.4614
E01018078,1.8537,1.763,2.1242,2.1898,7.2246,0.1363
E01018079,1.5263,1.9042,2.2099,2.2789,7.2216,0.1232
E01018080,2.5918,2.2675,2.3404,2.3404,7.0515,0.3432
E01018081,4.1375,4.0411,3.5357,2.881,3.3322,0.5916
E01018082,1.4192,2.0542,1.0466,1.4298,4.5304,-0.3358
E01018083,1.9247,2.697,0.0387,1.8541,5.2197,-0.5261
E01018084,3.3111,4.0639,2.3452,3.221,6.9652,0.6373
E01018085,3.3276,3.7558,2.4648,3.1216,6.2963,0.6082
E01018086,3.0233,3.1305,2.7793,2.8566,4.5281,0.484
E01018087,0.4888,1.4577,0.8494,0.6357,4.7084,-1.1718
E01018088,2.8846,3.5301,2.3448,3.0408,7.4023,0.5674
E01018090,17.3001,6.051,6.051,6.051,17.4506,1.427
E01018091,17.0659,12.0904,13.118,11.8468,15.7946,1.7835
E01018092,8.7965,9.0099,9.1578,8.8316,8.947,1.3734
E01018093,1.9091,2.3808,2.491,2.1121,2.0507,-0.0254
E01018094,6.7951,6.8859,6.8859,6.1501,6.6443,1.1466
E01018095,12.2201,10.6383,10.6383,10.394,12.1023,1.5681
E01018096,4.8983,4.9891,4.9891,4.2533,4.7475,0.8797
E01018097,14.8676,14.9293,14.8737,14.3666,15.1072,1.8714
E01018098,1.2051,2.1208,2.1208,1.5337,16.192,0.0816
E01018099,2.0171,2.7952,2.7952,2.4066,15.6427,0.5149
E01018100,1.243,1.5148,1.2094,1.2689,17.3588,-0.2263
E01018101,1.0322,1.5978,1.5978,0.9893,17.2167,-0.2707
E01018103,3.732,3.2388,3.236,1.7043,3.5812,0.3623
E01018104,3.4645,3.4365,3.31,2.3731,3.8724,0.4879
E01018105,1.145,2.3353,2.3353,1.5084,23.2053,0.1928
E01018106,1.9178,3.2593,3.2593,2.4324,24.2108,0.6706
E01018107,2.726,2.2329,2.1617,2.23,2.5752,0.0968
E01018108,3.1618,2.6514,2.4226,2.7569,3.011,0.3109
E01018109,3.2782,2.785,2.7822,2.7822,3.1274,0.3768
E01018110,0.5799,1.8121,1.8121,0.9852,23.6775,-0.3305
E01018111,9.0408,5.4213,5.4908,8.8516,12.4507,1.2524
E01018113,9.157,3.7023,9.5839,3.1087,10.0279,1.0833
E01018115,4.8387,4.8387,4.8387,10.9681,16.7998,1.2162
E01018116,3.4401,6.0579,3.8252,3.4401,6.9881,0.8355
E01018117,2.6335,4.6728,2.5094,2.6473,5.539,0.5354
E01018118,3.189,5.9901,1.5994,3.189,6.9826,0.5981
E01018119,3.2592,3.0043,8.4533,3.1158,9.8028,0.8338
E01018120,2.0053,1.4321,8.3369,1.9702,9.2915,0.3499
E01018121,6.6127,6.3701,5.9689,6.7168,3.737,0.9998
E01018122,6.6301,6.3875,5.9863,6.7342,3.7544,1.0029
E01018123,7.262,10.4156,12.0627,6.9145,11.4494,1.4395
E01018124,9.8041,12.6062,12.205,9.4939,10.2629,1.5547
E01018125,11.5826,11.9183,11.4542,11.8851,13.013,1.6362
E01018126,12.9551,12.7016,12.3749,12.7978,17.5486,1.7666
E01018127,6.5941,6.8335,4.8055,6.1473,7.662,1.1065
E01018128,12.3626,12.3626,7.7756,11.9714,14.6455,1.6105
E01018129,7.4128,7.6469,7.0798,3.2614,7.4242,1.1037
E01018130,8.1465,8.3512,7.5528,3.1656,8.1578,1.1534
E01018131,3.8421,1.5339,3.8136,1.4822,3.7975,0.1506
E01018133,4.5917,2.0686,4.3453,1.9207,4.4243,0.4181
E01018134,5.2759,2.7976,5.0296,2.605,5.1085,0.6696
E01018136,13.3829,12.7475,12.482,9.9808,16.8952,1.7164
E01018137,10.1733,8.1639,10.2959,7.9016,10.3604,1.4093
E01018138,1.5449,0.7573,0.7242,0.9957,1.5962,-1.1785
E01018139,5.2656,2.5514,2.5069,2.5514,4.1264,0.4656
E01018140,4.7533,2.8355,1.9922,2.8355,4.3608,0.4622
E01018141,4.852,3.3449,2.2121,3.4516,4.6922,0.5978
E01018142,3.7078,2.4902,1.3795,2.7059,3.5244,0.2119
E01018143,2.6009,1.4652,1.238,1.5962,2.3317,-0.3392
